comunidad,nivel_educativo,ano,miles_parados,miles_activos,tasa_paro
"Rioja, La",Básica,2016,0.3,0.6,50.0
"Rioja, La",Básica,2016,0.3,7.6,3.95
"Rioja, La",Básica,2017,0.3,1.1,27.27
"Rioja, La",Básica,2017,0.3,6.5,4.62
"Rioja, La",Básica,2018,0.1,0.7,14.29
"Rioja, La",Básica,2018,0.1,4.6,2.17
"Rioja, La",Básica,2019,0.1,0.4,25.0
"Rioja, La",Básica,2019,0.1,4.8,2.08
"Rioja, La",Básica,2020,0.1,0.9,11.11
"Rioja, La",Básica,2020,0.1,5.2,1.92
"Rioja, La",Básica,2021,0.3,1.1,27.27
"Rioja, La",Básica,2021,0.3,5.1,5.88
"Rioja, La",Básica,2022,0.3,1.1,27.27
"Rioja, La",Básica,2022,0.3,4.5,6.67
"Rioja, La",Básica,2023,0.3,1.9,15.79
"Rioja, La",Básica,2023,0.3,5.3,5.66
"Rioja, La",Básica,2024,0.3,2.0,15.0
"Rioja, La",Básica,2024,0.3,5.0,6.0
"Rioja, La",Básica,2014,2.9,1.4,207.14
"Rioja, La",Básica,2014,2.9,10.1,28.71
"Rioja, La",Básica,2015,2.3,0.9,255.56
"Rioja, La",Básica,2015,2.3,8.8,26.14
"Rioja, La",Básica,2016,2.2,0.6,366.67
"Rioja, La",Básica,2016,2.2,7.6,28.95
"Rioja, La",Básica,2017,1.8,1.1,163.64
"Rioja, La",Básica,2017,1.8,6.5,27.69
"Rioja, La",Básica,2018,0.9,0.7,128.57
"Rioja, La",Básica,2018,0.9,4.6,19.57
"Rioja, La",Básica,2019,1.3,0.4,325.0
"Rioja, La",Básica,2019,1.3,4.8,27.08
"Rioja, La",Básica,2020,1.2,0.9,133.33
"Rioja, La",Básica,2020,1.2,5.2,23.08
"Rioja, La",Básica,2021,1.2,1.1,109.09
"Rioja, La",Básica,2021,1.2,5.1,23.53
"Rioja, La",Básica,2022,0.6,1.1,54.55
"Rioja, La",Básica,2022,0.6,4.5,13.33
"Rioja, La",Básica,2023,1.2,1.9,63.16
"Rioja, La",Básica,2023,1.2,5.3,22.64
"Rioja, La",Básica,2024,0.8,2.0,40.0
"Rioja, La",Básica,2024,0.8,5.0,16.0
"Rioja, La",ESO,2014,10.6,43.7,24.26
"Rioja, La",ESO,2015,8.7,43.3,20.09
"Rioja, La",ESO,2016,8.3,47.3,17.55
"Rioja, La",ESO,2017,6.1,46.1,13.23
"Rioja, La",ESO,2018,6.5,49.7,13.08
"Rioja, La",ESO,2019,5.6,50.8,11.02
"Rioja, La",ESO,2020,6.2,48.0,12.92
"Rioja, La",ESO,2021,7.0,47.0,14.89
"Rioja, La",ESO,2022,6.0,42.6,14.08
"Rioja, La",ESO,2023,5.4,46.0,11.74
"Rioja, La",ESO,2024,7.1,46.5,15.27
"Rioja, La",Otros,2014,4.0,21.2,18.87
"Rioja, La",Otros,2015,4.2,20.6,20.39
"Rioja, La",Otros,2016,2.5,18.6,13.44
"Rioja, La",Otros,2017,2.7,19.4,13.92
"Rioja, La",Otros,2018,2.5,19.7,12.69
"Rioja, La",Otros,2019,2.5,20.9,11.96
"Rioja, La",Otros,2020,2.7,19.5,13.85
"Rioja, La",Otros,2021,3.5,21.1,16.59
"Rioja, La",Otros,2022,2.6,21.2,12.26
"Rioja, La",Otros,2023,1.6,17.8,8.99
"Rioja, La",Otros,2024,1.5,16.8,8.93
"Rioja, La",FP,2014,3.4,17.9,18.99
"Rioja, La",FP,2015,2.0,16.8,11.9
"Rioja, La",FP,2016,1.7,16.9,10.06
"Rioja, La",FP,2017,1.8,17.9,10.06
"Rioja, La",FP,2018,1.5,17.8,8.43
"Rioja, La",FP,2019,1.6,17.0,9.41
"Rioja, La",FP,2020,1.6,18.1,8.84
"Rioja, La",FP,2021,1.7,18.8,9.04
"Rioja, La",FP,2022,2.1,20.2,10.4
"Rioja, La",FP,2023,1.9,20.7,9.18
"Rioja, La",FP,2024,1.1,19.5,5.64
"Rioja, La",Superior,2014,6.8,61.7,11.02
"Rioja, La",Superior,2015,6.1,63.2,9.65
"Rioja, La",Superior,2016,5.7,62.1,9.18
"Rioja, La",Superior,2017,5.1,61.0,8.36
"Rioja, La",Superior,2018,4.3,60.9,7.06
"Rioja, La",Superior,2019,4.3,61.9,6.95
"Rioja, La",Superior,2020,4.6,62.4,7.37
"Rioja, La",Superior,2021,4.9,67.7,7.24
"Rioja, La",Superior,2022,3.5,70.6,4.96
"Rioja, La",Superior,2023,4.2,68.7,6.11
"Rioja, La",Superior,2024,4.2,70.7,5.94
Ceuta,Analfabetos,2014,0.2,0.2,100.0
Ceuta,Analfabetos,2015,0.2,0.2,100.0
Ceuta,Analfabetos,2016,0.2,0.4,50.0
Ceuta,Analfabetos,2017,0.1,0.6,16.67
Ceuta,Analfabetos,2018,0.2,0.6,33.33
Ceuta,Analfabetos,2019,0.5,0.5,100.0
Ceuta,Analfabetos,2020,0.3,0.3,100.0
Ceuta,Analfabetos,2021,0.1,0.1,100.0
Ceuta,Analfabetos,2022,0.2,0.4,50.0
Ceuta,Analfabetos,2023,0.5,0.8,62.5
Ceuta,Analfabetos,2024,0.4,0.6,66.67
Ceuta,Básica,2014,0.8,1.6,50.0
Ceuta,Básica,2014,0.8,4.1,19.51
Ceuta,Básica,2015,0.8,1.4,57.14
Ceuta,Básica,2015,0.8,4.5,17.78
Ceuta,Básica,2016,0.6,1.3,46.15
Ceuta,Básica,2016,0.6,5.1,11.76
Ceuta,Básica,2017,0.3,0.7,42.86
Ceuta,Básica,2017,0.3,4.0,7.5
Ceuta,Básica,2018,0.3,0.5,60.0
Ceuta,Básica,2018,0.3,4.4,6.82
Ceuta,Básica,2019,0.3,0.6,50.0
Ceuta,Básica,2019,0.3,4.7,6.38
Ceuta,Básica,2020,0.2,0.4,50.0
Ceuta,Básica,2020,0.2,3.7,5.41
Ceuta,Básica,2021,0.1,0.2,50.0
Ceuta,Básica,2021,0.1,4.4,2.27
Ceuta,Básica,2022,0.1,0.3,33.33
Ceuta,Básica,2022,0.1,6.3,1.59
Ceuta,Básica,2023,0.2,0.2,100.0
Ceuta,Básica,2023,0.2,5.4,3.7
Ceuta,Básica,2024,0.2,0.3,66.67
Ceuta,Básica,2024,0.2,4.1,4.88
Ceuta,Básica,2014,1.6,1.6,100.0
Ceuta,Básica,2014,1.6,4.1,39.02
Ceuta,Básica,2015,1.8,1.4,128.57
Ceuta,Básica,2015,1.8,4.5,40.0
Ceuta,Básica,2016,2.2,1.3,169.23
Ceuta,Básica,2016,2.2,5.1,43.14
Ceuta,Básica,2017,1.6,0.7,228.57
Ceuta,Básica,2017,1.6,4.0,40.0
Ceuta,Básica,2018,2.5,0.5,500.0
Ceuta,Básica,2018,2.5,4.4,56.82
Ceuta,Básica,2019,1.8,0.6,300.0
Ceuta,Básica,2019,1.8,4.7,38.3
Ceuta,Básica,2020,1.4,0.4,350.0
Ceuta,Básica,2020,1.4,3.7,37.84
Ceuta,Básica,2021,2.2,0.2,1100.0
Ceuta,Básica,2021,2.2,4.4,50.0
Ceuta,Básica,2022,3.3,0.3,1100.0
Ceuta,Básica,2022,3.3,6.3,52.38
Ceuta,Básica,2023,2.5,0.2,1250.0
Ceuta,Básica,2023,2.5,5.4,46.3
Ceuta,Básica,2024,2.1,0.3,700.0
Ceuta,Básica,2024,2.1,4.1,51.22
Ceuta,ESO,2014,6.2,13.1,47.33
Ceuta,ESO,2015,4.1,10.6,38.68
Ceuta,ESO,2016,3.6,10.7,33.64
Ceuta,ESO,2017,3.6,12.0,30.0
Ceuta,ESO,2018,4.8,14.0,34.29
Ceuta,ESO,2019,4.5,12.8,35.16
Ceuta,ESO,2020,4.3,12.7,33.86
Ceuta,ESO,2021,3.9,11.0,35.45
Ceuta,ESO,2022,4.1,13.4,30.6
Ceuta,ESO,2023,6.0,15.4,38.96
Ceuta,ESO,2024,4.6,11.5,40.0
Ceuta,Otros,2014,1.4,6.7,20.9
Ceuta,Otros,2015,1.0,5.6,17.86
Ceuta,Otros,2016,0.5,5.3,9.43
Ceuta,Otros,2017,0.7,5.2,13.46
Ceuta,Otros,2018,1.0,4.5,22.22
Ceuta,Otros,2019,1.0,7.0,14.29
Ceuta,Otros,2020,1.1,6.5,16.92
Ceuta,Otros,2021,1.7,7.2,23.61
Ceuta,Otros,2022,1.5,6.9,21.74
Ceuta,Otros,2023,0.9,4.8,18.75
Ceuta,Otros,2024,1.0,5.1,19.61
Ceuta,FP,2014,0.5,3.0,16.67
Ceuta,FP,2015,0.8,3.1,25.81
Ceuta,FP,2016,0.7,2.6,26.92
Ceuta,FP,2017,0.6,3.0,20.0
Ceuta,FP,2018,0.7,3.6,19.44
Ceuta,FP,2019,0.6,3.1,19.35
Ceuta,FP,2020,0.7,2.8,25.0
Ceuta,FP,2021,1.1,2.8,39.29
Ceuta,FP,2022,1.0,3.2,31.25
Ceuta,FP,2023,0.9,4.1,21.95
Ceuta,FP,2024,0.7,3.1,22.58
Ceuta,Superior,2014,1.5,9.3,16.13
Ceuta,Superior,2015,1.6,11.7,13.68
Ceuta,Superior,2016,1.5,11.8,12.71
Ceuta,Superior,2017,1.2,10.9,11.01
Ceuta,Superior,2018,1.6,11.0,14.55
Ceuta,Superior,2019,1.2,9.6,12.5
Ceuta,Superior,2020,1.1,10.6,10.38
Ceuta,Superior,2021,2.0,10.1,19.8
Ceuta,Superior,2022,1.6,9.0,17.78
Ceuta,Superior,2023,1.0,9.1,10.99
Ceuta,Superior,2024,2.0,15.3,13.07
Melilla,Analfabetos,2014,0.2,0.2,100.0
Melilla,Analfabetos,2015,0.1,0.5,20.0
Melilla,Analfabetos,2016,0.3,0.4,75.0
Melilla,Analfabetos,2017,0.3,0.6,50.0
Melilla,Analfabetos,2018,0.3,0.4,75.0
Melilla,Analfabetos,2019,0.3,0.4,75.0
Melilla,Analfabetos,2020,0.2,0.5,40.0
Melilla,Analfabetos,2021,0.3,0.5,60.0
Melilla,Analfabetos,2022,0.2,0.5,40.0
Melilla,Analfabetos,2023,0.2,0.5,40.0
Melilla,Analfabetos,2024,0.5,1.0,50.0
Melilla,Básica,2014,1.7,2.6,65.38
Melilla,Básica,2014,1.7,2.9,58.62
Melilla,Básica,2015,1.7,2.3,73.91
Melilla,Básica,2015,1.7,3.9,43.59
Melilla,Básica,2016,1.1,1.8,61.11
Melilla,Básica,2016,1.1,4.4,25.0
Melilla,Básica,2017,1.0,2.0,50.0
Melilla,Básica,2017,1.0,4.0,25.0
Melilla,Básica,2018,0.9,1.6,56.25
Melilla,Básica,2018,0.9,5.2,17.31
Melilla,Básica,2019,0.8,1.3,61.54
Melilla,Básica,2019,0.8,4.6,17.39
Melilla,Básica,2020,0.5,0.8,62.5
Melilla,Básica,2020,0.5,4.5,11.11
Melilla,Básica,2021,0.5,0.8,62.5
Melilla,Básica,2021,0.5,4.4,11.36
Melilla,Básica,2022,0.7,1.3,53.85
Melilla,Básica,2022,0.7,4.3,16.28
Melilla,Básica,2023,0.5,0.9,55.56
Melilla,Básica,2023,0.5,3.7,13.51
Melilla,Básica,2024,1.0,1.2,83.33
Melilla,Básica,2024,1.0,4.0,25.0
Melilla,Básica,2014,1.2,2.6,46.15
Melilla,Básica,2014,1.2,2.9,41.38
Melilla,Básica,2015,2.2,2.3,95.65
Melilla,Básica,2015,2.2,3.9,56.41
Melilla,Básica,2016,2.2,1.8,122.22
Melilla,Básica,2016,2.2,4.4,50.0
Melilla,Básica,2017,1.9,2.0,95.0
Melilla,Básica,2017,1.9,4.0,47.5
Melilla,Básica,2018,2.3,1.6,143.75
Melilla,Básica,2018,2.3,5.2,44.23
Melilla,Básica,2019,2.1,1.3,161.54
Melilla,Básica,2019,2.1,4.6,45.65
Melilla,Básica,2020,2.0,0.8,250.0
Melilla,Básica,2020,2.0,4.5,44.44
Melilla,Básica,2021,2.2,0.8,275.0
Melilla,Básica,2021,2.2,4.4,50.0
Melilla,Básica,2022,2.1,1.3,161.54
Melilla,Básica,2022,2.1,4.3,48.84
Melilla,Básica,2023,2.2,0.9,244.44
Melilla,Básica,2023,2.2,3.7,59.46
Melilla,Básica,2024,1.9,1.2,158.33
Melilla,Básica,2024,1.9,4.0,47.5
Melilla,ESO,2014,3.2,7.3,43.84
Melilla,ESO,2015,3.3,9.1,36.26
Melilla,ESO,2016,3.1,9.4,32.98
Melilla,ESO,2017,2.7,8.6,31.4
Melilla,ESO,2018,3.6,10.3,34.95
Melilla,ESO,2019,3.4,9.4,36.17
Melilla,ESO,2020,3.4,8.3,40.96
Melilla,ESO,2021,3.2,10.0,32.0
Melilla,ESO,2022,2.5,8.4,29.76
Melilla,ESO,2023,3.4,9.1,37.36
Melilla,ESO,2024,3.9,10.4,37.5
Melilla,Otros,2014,1.3,5.3,24.53
Melilla,Otros,2015,2.0,5.2,38.46
Melilla,Otros,2016,1.7,6.1,27.87
Melilla,Otros,2017,1.9,7.2,26.39
Melilla,Otros,2018,0.9,5.8,15.52
Melilla,Otros,2019,1.1,5.2,21.15
Melilla,Otros,2020,1.2,6.2,19.35
Melilla,Otros,2021,1.3,5.7,22.81
Melilla,Otros,2022,1.5,4.9,30.61
Melilla,Otros,2023,1.3,4.3,30.23
Melilla,Otros,2024,1.4,4.4,31.82
Melilla,FP,2014,0.9,4.1,21.95
Melilla,FP,2015,0.9,3.1,29.03
Melilla,FP,2016,0.6,3.1,19.35
Melilla,FP,2017,0.6,2.6,23.08
Melilla,FP,2018,0.7,3.3,21.21
Melilla,FP,2019,1.0,4.2,23.81
Melilla,FP,2020,0.9,3.8,23.68
Melilla,FP,2021,0.9,2.9,31.03
Melilla,FP,2022,1.1,3.9,28.21
Melilla,FP,2023,0.6,4.3,13.95
Melilla,FP,2024,1.0,4.4,22.73
Melilla,Superior,2014,1.1,11.5,9.57
Melilla,Superior,2015,1.8,11.5,15.65
Melilla,Superior,2016,2.2,11.1,19.82
Melilla,Superior,2017,1.8,12.1,14.88
Melilla,Superior,2018,1.4,12.8,10.94
Melilla,Superior,2019,1.5,12.8,11.72
Melilla,Superior,2020,1.1,15.1,7.28
Melilla,Superior,2021,1.7,15.2,11.18
Melilla,Superior,2022,1.8,14.4,12.5
Melilla,Superior,2023,1.5,13.9,10.79
Melilla,Superior,2024,1.3,13.7,9.49
